Type,Price,Bedrooms,Is_Equiped_Kitchen,State,Facades,Swim_pool,Municipality,Region,TX_MUNTY_DESCR_NL,Average_Income,Bedroom_Bin_Code,Log_Living_Area,Sqrt_Total_Outdoor_Area
1,209000,3,1,5,2,1,5,2,232,32624.60033618776,2,4.875197323201151,13.892443989449804
0,345000,2,0,6,0,0,10,1,187,26968.364568094898,2,4.330733340286331,0.0
0,975000,3,0,6,0,0,10,1,118,30885.198297666273,2,6.192362489474872,0.0
0,193500,1,1,2,0,0,5,2,232,32624.60033618776,1,4.820281565605037,4.0
0,195500,1,1,2,0,0,5,2,232,32624.60033618776,1,4.04305126783455,2.6457513110645907
0,193500,1,1,2,0,0,5,2,232,32624.60033618776,1,4.820281565605037,2.6457513110645907
1,239000,4,0,2,3,0,5,2,232,32624.60033618776,3,5.62040086571715,0.0
1,499000,4,1,1,3,0,5,2,91,39288.77163998529,3,5.017279836814924,25.099800796022265
0,630000,3,1,3,4,0,1,0,232,29190.307316645296,2,4.867534450455582,4.358898943540674
0,630000,3,1,3,4,0,1,0,59,24710.19126303893,2,4.867534450455582,4.358898943540674
0,599000,2,0,3,0,0,10,1,71,31243.71424783984,2,4.6443908991413725,4.614831870157771
1,649000,4,1,1,0,0,10,1,147,37276.11692143575,3,5.117993812416755,0.0
1,939000,4,0,4,0,0,10,1,147,37276.11692143575,3,4.820281565605037,4.614831870157771
1,648000,5,0,3,4,1,5,2,232,32624.60033618776,3,5.802118375377063,4.614831870157771
1,249000,2,1,1,3,0,7,1,232,30706.557562981663,2,4.663439094112067,4.614831870157771
1,215000,4,0,5,3,0,4,2,232,29112.009816532005,3,5.560681631015528,20.0
0,895000,2,1,3,2,1,10,1,232,30270.018399760407,2,4.454347296253507,3.3166247903554
0,290000,2,1,5,0,0,7,1,232,30706.557562981663,2,4.553876891600541,0.0
0,295000,2,1,1,0,1,8,1,232,36107.18368952242,2,4.418840607796598,4.614831870157771
1,539000,4,1,3,3,1,9,2,232,39880.409930547525,3,5.278114659230517,31.448370387032774
0,229000,2,0,1,2,0,2,2,232,25779.89450284783,2,4.624972813284271,0.0
1,695000,4,1,3,0,1,7,1,77,37975.07769575163,3,5.278114659230517,47.738873049120045
0,540000,3,1,1,2,0,1,0,213,35952.10970823459,2,4.897839799950911,3.872983346207417
1,650000,2,1,6,4,0,5,2,232,32624.60033618776,2,4.30406509320417,0.0
0,750000,2,1,1,0,0,10,1,42,26695.28528963925,2,5.303304908059076,4.358898943540674
1,795000,3,0,1,0,0,10,1,232,30270.018399760407,2,5.303304908059076,4.614831870157771
1,270000,3,1,6,2,1,4,2,232,29112.009816532005,2,5.003946305945459,17.60681686165901
1,279000,3,1,1,2,1,4,2,232,29112.009816532005,2,5.1298987149230735,15.84297951775486
1,467000,3,0,3,2,0,7,1,232,30706.557562981663,2,4.990432586778736,10.0
1,469000,3,0,3,2,0,7,1,232,30706.557562981663,2,4.976733742420574,10.816653826391969
1,547500,3,0,3,3,0,7,1,232,30706.557562981663,2,4.976733742420574,17.320508075688775
1,249000,4,0,1,0,0,7,1,232,30706.557562981663,3,4.997212273764115,18.57417562100671
0,339000,2,1,2,0,0,7,1,232,30706.557562981663,2,4.61512051684126,0.0
0,290000,2,1,5,0,0,7,1,232,30706.557562981663,2,4.553876891600541,0.0
1,105000,2,1,4,3,0,2,2,232,25779.89450284783,2,4.553876891600541,15.968719422671311
0,895000,2,0,1,0,0,10,1,232,30270.018399760407,2,4.454347296253507,0.0
0,760000,3,1,3,3,1,1,0,213,35952.10970823459,2,4.941642422609304,6.782329983125268
1,419000,3,0,4,0,0,7,1,232,30706.557562981663,2,5.111987788356544,0.0
1,292194,3,0,1,0,0,10,1,232,30270.018399760407,2,4.927253685157205,15.297058540778355
1,315000,3,0,4,4,0,9,2,232,39880.409930547525,2,4.795790545596741,24.145392935299274
1,485000,4,1,3,2,1,8,1,208,36490.038779557835,3,5.602118820879701,9.899494936611665
0,185000,1,0,1,0,0,10,1,232,30270.018399760407,1,4.189654742026425,4.614831870157771
1,390000,4,1,2,3,0,2,2,204,32375.16292067745,3,5.19295685089021,28.809720581775867
1,149000,4,1,1,2,1,4,2,232,29112.009816532005,3,4.663439094112067,0.0
1,169000,3,1,1,2,1,4,2,232,29112.009816532005,2,4.532599493153256,2.8284271247461903
0,695000,2,1,3,2,1,10,1,232,30270.018399760407,2,4.48863636973214,10.0
0,639145,3,0,1,0,0,10,1,58,31549.981281934695,2,4.927253685157205,4.358898943540674
0,688280,2,0,1,0,0,10,1,58,31549.981281934695,2,5.081404364984463,5.385164807134504
0,450443,3,0,1,0,0,10,1,58,31549.981281934695,2,4.787491742782046,3.4641016151377544
0,458357,3,0,1,0,0,10,1,58,31549.981281934695,2,4.9344739331306915,4.358898943540674
0,159000,2,1,1,0,0,10,1,40,34593.09106632186,2,4.532599493153256,3.1622776601683795
0,206100,1,0,2,0,0,4,2,232,29112.009816532005,1,4.23410650459726,2.449489742783178
0,269550,2,0,2,0,0,4,2,232,29112.009816532005,2,4.624972813284271,3.4641016151377544
0,197550,1,0,2,0,0,4,2,232,29112.009816532005,1,4.23410650459726,2.449489742783178
0,193500,1,0,2,0,0,4,2,232,29112.009816532005,1,4.23410650459726,2.449489742783178
0,265050,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.8284271247461903
0,290700,2,0,2,0,0,4,2,232,29112.009816532005,2,4.605170185988092,6.4031242374328485
0,188100,1,0,2,0,0,4,2,232,29112.009816532005,1,4.23410650459726,2.449489742783178
0,274050,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.8284271247461903
0,333000,3,0,2,0,0,4,2,232,29112.009816532005,2,4.890349128221754,2.6457513110645907
0,325350,3,0,2,0,0,4,2,232,29112.009816532005,2,4.867534450455582,2.23606797749979
0,157500,1,0,2,0,0,4,2,232,29112.009816532005,1,3.9889840465642745,2.6457513110645907
0,179550,1,0,2,0,0,4,2,232,29112.009816532005,1,4.23410650459726,2.449489742783178
0,269550,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.8284271247461903
0,269550,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.6457513110645907
0,193500,1,0,2,0,0,4,2,232,29112.009816532005,1,4.23410650459726,2.449489742783178
0,265050,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.8284271247461903
0,265050,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.6457513110645907
0,283050,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.6457513110645907
0,449550,3,0,2,0,0,4,2,232,29112.009816532005,2,5.19295685089021,10.488088481701515
0,359100,3,0,2,0,0,4,2,232,29112.009816532005,2,4.890349128221754,7.745966692414834
0,274050,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.6457513110645907
0,283050,2,0,2,0,0,4,2,232,29112.009816532005,2,4.663439094112067,2.8284271247461903
0,673500,3,1,3,4,1,1,0,232,29190.307316645296,2,4.820281565605037,13.490737563232042
1,515000,3,1,5,4,0,9,2,232,39880.409930547525,2,5.37989735354046,34.161381705077446
1,350000,3,1,1,4,0,5,2,232,32624.60033618776,2,5.220355825078324,30.021603441352426
1,295000,3,1,1,3,1,4,2,25,31557.579635374295,2,5.093750200806762,31.957732604016574
1,159000,4,1,4,2,0,6,2,8,27575.709136324767,3,4.820281565605037,0.0
1,288000,4,1,1,2,0,0,1,232,31358.121710453855,3,5.117993812416755,12.165525060596439
1,349000,4,1,1,3,1,4,2,232,29112.009816532005,3,5.37989735354046,4.614831870157771
1,320000,3,0,4,3,1,9,2,232,39880.409930547525,2,5.062595033026967,17.08800749063506
0,895000,2,0,1,0,0,10,1,232,30270.018399760407,2,4.454347296253507,0.0
0,385000,3,1,1,2,1,1,0,232,29190.307316645296,2,5.043425116919247,3.7416573867739413
0,375000,2,0,1,2,1,1,0,232,29190.307316645296,2,4.804021044733257,3.4641016151377544
0,725000,3,1,3,3,1,1,0,213,35952.10970823459,2,4.844187086458591,5.385164807134504
0,710000,2,1,3,3,1,1,0,213,35952.10970823459,2,4.844187086458591,7.615773105863909
0,925000,3,1,3,3,1,1,0,213,35952.10970823459,2,5.111987788356544,9.38083151964686
0,775000,3,1,3,3,1,1,0,213,35952.10970823459,2,4.941642422609304,6.782329983125268
0,520000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.653960350157523,3.4641016151377544
0,520000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.718498871295094,3.0
0,370000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.2626798770413155,3.3166247903554
0,465000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.532599493153256,3.0
0,905000,3,1,3,2,1,1,0,213,35952.10970823459,2,5.117993812416755,6.928203230275509
0,995000,3,1,3,3,1,1,0,213,35952.10970823459,2,5.293304824724492,8.48528137423857
0,355000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.248495242049359,2.23606797749979
0,275000,0,1,3,2,1,1,0,213,35952.10970823459,1,3.9889840465642745,0.0
0,390000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.382026634673881,3.4641016151377544
0,445000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.477336814478207,3.4641016151377544
0,508000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.624972813284271,3.4641016151377544
0,505000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.61512051684126,3.4641016151377544
0,505000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.718498871295094,3.0
0,505000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.6443908991413725,3.4641016151377544
0,450000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.532599493153256,3.0
0,370000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.356708826689592,3.3166247903554
0,615000,3,1,3,2,1,1,0,213,35952.10970823459,2,4.852030263919617,4.123105625617661
0,595000,3,1,3,2,1,1,0,213,35952.10970823459,2,4.859812404361672,4.123105625617661
0,560000,3,1,3,2,1,1,0,213,35952.10970823459,2,4.700480365792417,3.605551275463989
0,460000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.624972813284271,3.605551275463989
0,475000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.624972813284271,3.605551275463989
0,345000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.248495242049359,2.23606797749979
0,380000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.382026634673881,3.4641016151377544
0,270000,0,1,3,2,1,1,0,213,35952.10970823459,1,3.9889840465642745,0.0
0,430000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.477336814478207,3.4641016151377544
0,498000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.624972813284271,3.4641016151377544
0,495000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.61512051684126,3.4641016151377544
0,295000,0,1,3,2,1,1,0,213,35952.10970823459,1,3.970291913552122,3.4641016151377544
0,498000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.672828834461906,3.4641016151377544
0,470000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.59511985013459,3.4641016151377544
0,595000,3,1,3,2,1,1,0,213,35952.10970823459,2,4.672828834461906,3.605551275463989
0,540000,3,1,3,2,1,1,0,213,35952.10970823459,2,4.700480365792417,3.605551275463989
0,275000,0,1,3,2,1,1,0,213,35952.10970823459,1,4.007333185232471,6.708203932499369
0,397000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.499809670330265,7.615773105863909
0,480000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.634728988229636,8.18535277187245
0,365000,1,1,3,2,1,1,0,213,35952.10970823459,1,4.31748811353631,7.874007874011811
0,495000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.672828834461906,10.723805294763608
0,460000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.59511985013459,11.224972160321824
0,533000,3,1,3,2,1,1,0,213,35952.10970823459,2,4.672828834461906,9.1104335791443
0,550000,3,1,3,2,1,1,0,213,35952.10970823459,2,4.795790545596741,9.1104335791443
0,480000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.68213122712422,11.313708498984761
1,515000,3,1,5,4,1,9,2,232,39880.409930547525,2,5.37989735354046,34.161381705077446
0,295000,2,1,1,0,0,10,1,174,29515.062816384485,2,4.867534450455582,4.614831870157771
1,99000,2,1,4,0,0,10,1,232,30270.018399760407,2,4.59511985013459,4.614831870157771
1,229000,3,0,1,3,0,5,2,232,32624.60033618776,2,4.836281906951478,0.0
0,245000,2,1,3,2,1,1,0,232,29190.307316645296,2,4.553876891600541,4.614831870157771
0,420000,2,0,5,0,0,10,1,187,26968.364568094898,2,4.61512051684126,4.614831870157771
1,320000,5,1,4,2,0,8,1,164,35929.94030474548,3,4.770684624465665,26.832815729997478
1,175000,2,1,1,4,1,6,2,232,27685.1392926092,2,4.127134385045092,38.79432948254165
1,485000,4,1,1,3,0,8,1,2,32603.14664489695,3,5.66988092298052,0.0
0,285000,2,1,1,3,0,5,2,22,31236.70978179799,2,4.442651256490317,8.660254037844387
0,176000,1,1,1,0,0,8,1,121,42004.54474681498,1,3.828641396489095,0.0
1,295000,4,0,1,3,1,2,2,232,25779.89450284783,3,5.420534999272286,25.69046515733026
1,650000,6,0,4,2,0,1,0,201,23836.254744521055,4,5.786897381366708,12.806248474865697
0,255000,2,1,1,0,0,10,1,184,28349.56752551959,2,4.02535169073515,4.614831870157771
0,895000,3,0,2,0,0,10,1,232,30270.018399760407,2,4.564348191467836,4.614831870157771
0,195000,2,1,3,3,1,1,0,9,22389.864000886755,2,4.454347296253507,0.0
0,179000,1,1,5,2,0,8,1,232,36107.18368952242,1,4.110873864173311,0.0
0,317500,3,0,3,4,0,6,2,232,27685.1392926092,2,4.820281565605037,3.3166247903554
1,260000,3,1,1,3,0,4,2,232,29112.009816532005,2,4.51085950651685,12.0
0,199000,2,1,2,0,0,5,2,232,32624.60033618776,2,4.5217885770490405,0.0
0,235000,2,1,1,2,1,2,2,232,25779.89450284783,2,4.51085950651685,3.1622776601683795
1,385000,4,1,1,2,1,8,1,232,36107.18368952242,3,5.25227342804663,4.242640687119285
0,175000,1,1,1,0,0,10,1,232,30270.018399760407,1,3.6635616461296463,0.0
0,380000,3,1,2,0,0,10,1,187,26968.364568094898,2,4.5217885770490405,2.8284271247461903
0,319000,3,1,1,3,0,0,1,232,31358.121710453855,2,4.955827057601261,4.898979485566356
0,289869,2,1,1,2,1,1,0,94,26247.34346441712,2,4.6443908991413725,2.8284271247461903
1,175000,2,1,4,3,0,4,2,232,29112.009816532005,2,4.564348191467836,10.954451150103322
0,295000,3,1,1,3,0,1,0,232,29190.307316645296,2,4.418840607796598,9.746794344808963
0,425000,3,1,1,3,0,1,0,232,29190.307316645296,2,4.844187086458591,6.324555320336759
0,375000,3,1,5,2,1,1,0,232,29190.307316645296,2,4.74493212836325,3.0
0,375000,3,0,1,0,0,10,1,187,26968.364568094898,2,4.7535901911063645,0.0
1,650000,6,1,1,4,0,2,2,232,25779.89450284783,4,4.820281565605037,62.44997998398398
0,170000,1,0,1,0,0,10,1,73,32381.82994695414,1,4.219507705176107,4.614831870157771
1,269000,2,0,7,0,0,0,1,55,34877.08234430525,2,4.574710978503383,0.0
0,215000,2,1,3,3,1,10,1,187,26968.364568094898,2,4.290459441148391,0.0
1,385000,4,1,5,2,0,7,1,198,26728.266736404294,3,5.8522024797744745,0.0
1,295000,2,0,2,0,0,8,1,232,36107.18368952242,2,5.187385805840755,0.0
0,165000,1,1,4,2,0,10,1,175,27713.919714068128,1,3.7612001156935624,4.614831870157771
1,440000,3,1,5,2,1,1,0,9,22389.864000886755,2,4.948759890378168,11.180339887498949
0,595000,2,0,1,2,0,10,1,232,30270.018399760407,2,4.564348191467836,4.614831870157771
1,240000,2,1,6,3,1,5,2,232,32624.60033618776,2,4.875197323201151,24.49489742783178
1,378000,4,1,2,3,0,0,1,232,31358.121710453855,3,5.521460917862246,0.0
0,925000,2,1,6,2,1,10,1,232,30270.018399760407,2,4.454347296253507,2.0
0,245000,1,1,1,2,0,10,1,175,27713.919714068128,1,4.127134385045092,0.0
1,470000,4,1,4,4,1,8,1,130,39899.02455377192,3,5.375278407684165,35.35533905932738
1,475000,3,0,2,3,0,7,1,34,32514.265610197024,2,5.209486152841421,1.0
1,469000,3,0,2,3,0,7,1,34,32514.265610197024,2,5.209486152841421,1.0
0,635000,2,0,6,0,1,1,0,92,27807.79985728435,2,4.7535901911063645,1.0
0,388000,1,1,1,0,0,10,1,232,30270.018399760407,1,4.0943445622221,2.23606797749979
1,299000,3,1,3,2,0,0,1,212,28792.58529525781,2,4.983606621708336,7.0710678118654755
0,175000,2,1,2,0,0,0,1,212,28792.58529525781,2,4.330733340286331,6.324555320336759
1,279000,4,1,1,3,1,10,1,187,26968.364568094898,3,4.948759890378168,0.0
0,279000,1,0,1,0,0,10,1,184,28349.56752551959,1,3.8501476017100584,4.614831870157771
1,450000,5,1,1,2,0,4,2,232,29112.009816532005,3,5.375278407684165,9.746794344808963
0,225000,2,1,1,2,0,3,1,0,31823.58151691327,2,5.049856007249537,4.614831870157771
0,230000,2,1,3,2,0,0,1,3,38940.541291134774,2,4.394449154672439,2.449489742783178
1,550000,4,0,5,2,1,8,1,232,36107.18368952242,3,5.3230099791384085,14.422205101855956
0,275000,1,1,1,2,1,1,0,232,29190.307316645296,1,4.30406509320417,2.449489742783178
0,114900,1,1,2,3,0,5,2,232,32624.60033618776,1,3.9889840465642745,0.0
0,995000,2,1,3,2,1,1,0,88,29043.250210834765,2,5.393627546352362,10.770329614269007
0,800000,7,1,4,2,0,1,0,201,23836.254744521055,4,6.066108090103747,7.416198487095663
1,329000,3,1,1,2,0,7,1,219,32954.56078217312,2,5.1647859739235145,13.92838827718412
1,315000,3,1,3,4,0,2,2,232,25779.89450284783,2,4.859812404361672,25.88435821108957
0,175000,2,0,4,2,1,1,0,9,22389.864000886755,2,4.189654742026425,0.0
0,280000,3,1,1,2,0,5,2,232,32624.60033618776,2,4.499809670330265,0.0
0,235000,2,1,1,0,0,5,2,232,32624.60033618776,2,4.394449154672439,0.0
0,249000,2,1,1,2,0,8,1,116,32168.869747808552,2,4.543294782270004,4.614831870157771
0,285000,3,0,2,3,1,9,2,232,39880.409930547525,2,4.51085950651685,0.0
1,119000,2,1,2,0,0,4,2,232,29112.009816532005,2,4.820281565605037,0.0
0,245000,3,0,1,0,0,10,1,232,30270.018399760407,2,4.74493212836325,2.449489742783178
0,320000,2,1,3,2,1,1,0,201,23836.254744521055,2,4.584967478670572,2.23606797749979
0,335000,2,1,5,2,1,1,0,232,29190.307316645296,2,4.564348191467836,2.23606797749979
1,365000,3,1,6,3,1,7,1,108,31074.861121926533,2,5.521460917862246,7.0710678118654755
0,425000,3,1,1,0,0,0,1,232,31358.121710453855,2,4.795790545596741,3.3166247903554
1,365000,4,1,4,2,0,7,1,232,30706.557562981663,3,5.648974238161206,0.0
0,189000,2,1,5,2,1,6,2,232,27685.1392926092,2,4.51085950651685,2.449489742783178
0,365000,2,1,1,3,0,10,1,232,30270.018399760407,2,4.219507705176107,0.0
1,795000,4,1,1,4,1,1,0,232,29190.307316645296,3,5.327876168789581,13.038404810405298
0,230000,3,0,3,4,1,2,2,10,25174.963515103365,2,4.7535901911063645,3.4641016151377544
1,748000,4,1,2,4,0,0,1,232,31358.121710453855,3,5.793013608384144,39.21734310225516
1,835000,4,1,3,2,1,1,0,232,29190.307316645296,3,5.564520407322694,4.0
0,549000,6,0,5,2,1,1,0,232,29190.307316645296,4,5.583496308781699,7.0710678118654755
0,159000,2,1,1,0,1,5,2,232,32624.60033618776,2,4.330733340286331,0.0
1,135000,2,0,6,2,0,7,1,198,26728.266736404294,2,4.48863636973214,0.0
0,295000,1,1,3,2,1,1,0,92,27807.79985728435,1,4.30406509320417,3.0
0,300000,2,0,1,0,0,10,1,137,30206.803194634518,2,4.820281565605037,4.614831870157771
0,199000,1,1,1,2,1,1,0,92,27807.79985728435,1,3.713572066704308,4.242640687119285
0,149000,0,0,1,0,0,10,1,187,26968.364568094898,1,3.5553480614894135,0.0
0,249000,1,1,1,2,0,8,1,232,36107.18368952242,1,3.970291913552122,3.1622776601683795
0,268000,2,1,1,2,0,4,2,232,29112.009816532005,2,4.51085950651685,7.937253933193772
1,269000,2,0,4,3,0,0,1,45,40999.13080938098,2,4.820281565605037,4.614831870157771
0,265000,2,0,6,3,0,8,1,232,36107.18368952242,2,4.499809670330265,0.0
1,259000,3,1,1,2,0,4,2,232,29112.009816532005,2,5.247024072160486,4.614831870157771
0,310000,1,1,3,2,0,0,1,15,27334.969813259442,1,4.189654742026425,0.0
0,310000,1,1,3,2,0,0,1,15,27334.969813259442,1,4.189654742026425,0.0
1,499000,4,1,5,2,0,1,0,232,29190.307316645296,3,5.225746673713202,12.806248474865697
1,349000,3,0,2,0,0,7,1,232,30706.557562981663,2,5.707110264748875,4.614831870157771
0,395000,2,1,3,2,0,1,0,59,24710.19126303893,2,4.564348191467836,4.614831870157771
1,360000,4,1,2,3,0,9,2,232,39880.409930547525,3,5.0369526024136295,14.106735979665885
1,239000,3,1,1,3,0,6,2,232,27685.1392926092,2,5.3706380281276624,25.284316743582846
0,274750,1,1,1,3,0,0,1,232,31358.121710453855,1,4.330733340286331,6.4031242374328485
0,259000,1,1,2,0,0,10,1,184,28349.56752551959,1,3.970291913552122,0.0
0,254900,3,0,1,0,0,10,1,40,34593.09106632186,2,4.77912349311153,4.614831870157771
0,285000,2,1,1,2,0,10,1,232,30270.018399760407,2,4.59511985013459,4.614831870157771
0,249000,2,1,1,3,0,2,2,232,25779.89450284783,2,4.61512051684126,2.23606797749979
0,170000,0,1,1,3,0,10,1,175,27713.919714068128,1,3.8501476017100584,4.614831870157771
0,280000,2,0,2,0,0,3,1,0,31823.58151691327,2,4.564348191467836,0.0
1,460000,4,0,1,0,0,10,1,73,32381.82994695414,3,5.181783550292085,0.0
0,545000,2,1,1,0,0,0,1,15,27334.969813259442,2,5.225746673713202,2.0
1,499000,6,1,1,4,0,7,1,126,34026.30585902743,4,6.104793232414985,4.614831870157771
0,379000,3,0,1,0,0,10,1,232,30270.018399760407,2,4.663439094112067,0.0
0,259000,2,1,1,0,0,10,1,232,30270.018399760407,2,4.605170185988092,4.614831870157771
1,525000,3,1,1,4,0,8,1,232,36107.18368952242,2,5.241747015059643,0.0
1,268162,3,0,1,0,0,10,1,232,30270.018399760407,2,4.6913478822291435,0.0
0,189999,2,1,1,0,0,0,1,232,31358.121710453855,2,4.51085950651685,2.449489742783178
0,425000,3,0,3,2,1,1,0,94,26247.34346441712,2,4.7535901911063645,2.449489742783178
0,765000,2,1,1,2,1,1,0,59,24710.19126303893,2,5.14166355650266,4.69041575982343
0,433352,3,1,3,2,1,1,0,213,35952.10970823459,2,4.700480365792417,2.0
0,335612,2,1,3,2,1,1,0,213,35952.10970823459,2,4.394449154672439,2.23606797749979
0,899000,2,0,6,0,0,10,1,232,30270.018399760407,2,4.127134385045092,4.614831870157771
0,950000,3,1,6,2,1,10,1,232,30270.018399760407,2,4.61512051684126,2.0
1,399000,3,1,2,2,0,0,1,171,31848.429243891944,2,5.14166355650266,8.12403840463596
0,350000,2,0,1,0,0,7,1,232,30706.557562981663,2,4.836281906951478,4.614831870157771
0,259000,2,1,1,0,0,10,1,232,30270.018399760407,2,4.61512051684126,4.614831870157771
0,649000,3,1,3,4,1,1,0,59,24710.19126303893,2,5.153291594497779,0.0
0,495000,2,1,1,0,0,10,1,232,30270.018399760407,2,4.77912349311153,5.916079783099616
0,199000,0,0,3,0,0,10,1,187,26968.364568094898,1,3.871201010907891,1.4142135623730951
0,140000,1,0,2,0,1,5,2,232,32624.60033618776,1,3.7612001156935624,0.0
0,649000,3,1,3,4,1,1,0,232,29190.307316645296,2,5.153291594497779,0.0
0,490000,3,1,3,2,1,4,2,232,29112.009816532005,2,4.844187086458591,3.0
0,575000,3,1,3,2,1,4,2,232,29112.009816532005,2,4.976733742420574,3.872983346207417
1,345000,4,0,5,0,0,10,1,16,33689.6346862398,3,5.420534999272286,0.0
0,275000,1,1,3,2,1,1,0,94,26247.34346441712,1,3.8066624897703196,3.0
0,375000,3,0,4,0,0,10,1,118,30885.198297666273,2,6.192362489474872,0.0
0,383000,2,1,3,2,1,1,0,213,35952.10970823459,2,4.564348191467836,2.23606797749979
0,447279,3,1,3,2,1,1,0,213,35952.10970823459,2,4.700480365792417,2.0
0,372921,2,1,3,2,1,1,0,213,35952.10970823459,2,4.564348191467836,2.23606797749979
0,433352,3,1,3,2,1,1,0,213,35952.10970823459,2,4.700480365792417,2.0
0,394972,2,1,3,2,1,1,0,213,35952.10970823459,2,4.59511985013459,3.3166247903554
0,452107,3,1,3,2,1,1,0,213,35952.10970823459,2,4.7535901911063645,2.449489742783178
0,630740,3,0,3,2,0,1,0,213,35952.10970823459,2,4.875197323201151,11.224972160321824
0,465000,2,1,3,2,1,1,0,59,24710.19126303893,2,4.59511985013459,2.449489742783178
0,375000,2,1,3,2,0,1,0,94,26247.34346441712,2,4.532599493153256,3.1622776601683795
0,269000,2,1,1,0,0,9,2,232,39880.409930547525,2,4.406719247264253,4.614831870157771
1,403334,3,0,2,3,0,0,1,232,31358.121710453855,2,5.093750200806762,0.0
1,403207,3,0,2,2,0,0,1,232,31358.121710453855,2,5.204006687076795,0.0
1,320000,4,1,6,3,0,4,2,232,29112.009816532005,3,4.709530201312334,21.563858652847824
1,299000,3,0,4,4,1,8,1,102,35952.001364688374,2,5.41610040220442,0.0
0,325000,2,1,3,2,0,1,0,201,23836.254744521055,2,4.454347296253507,1.4142135623730951
0,495000,2,1,3,0,0,10,1,232,30270.018399760407,2,4.110873864173311,4.614831870157771
1,195000,2,0,2,2,1,7,1,232,30706.557562981663,2,4.983606621708336,0.0
1,229000,3,1,1,3,0,4,2,232,29112.009816532005,2,5.159055299214529,4.614831870157771
0,189000,1,1,6,4,0,5,2,232,32624.60033618776,1,4.406719247264253,4.47213595499958
0,795000,3,0,4,0,0,10,1,232,30270.018399760407,2,4.882801922586371,4.614831870157771
0,234000,2,0,1,1,1,1,0,216,26289.640321007417,2,4.30406509320417,1.4142135623730951
0,260000,2,1,1,2,1,1,0,232,29190.307316645296,2,4.663439094112067,3.0
0,275000,2,1,1,2,1,1,0,232,29190.307316645296,2,4.727387818712341,2.6457513110645907
1,192500,4,0,4,0,0,10,1,187,26968.364568094898,3,5.662960480135946,0.0
1,170000,2,0,4,4,0,0,1,232,31358.121710453855,2,4.736198448394496,0.0
0,129000,0,1,2,0,0,10,1,175,27713.919714068128,1,3.4965075614664802,4.614831870157771
1,415000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.267858159063328,4.614831870157771
1,405000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.267858159063328,4.614831870157771
1,380000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.123963979403259,0.0
1,425000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.123963979403259,0.0
1,410000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.10594547390058,4.614831870157771
1,390000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.10594547390058,0.0
1,400000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.10594547390058,0.0
1,390000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.231108616854587,0.0
1,410000,4,0,2,0,0,7,1,232,30706.557562981663,3,5.241747015059643,0.0
0,249000,3,0,3,0,0,10,1,42,26695.28528963925,2,4.356708826689592,0.0
0,307000,2,1,2,0,0,3,1,0,31823.58151691327,2,4.61512051684126,9.643650760992955
1,510000,7,1,1,2,0,4,2,232,29112.009816532005,4,6.042632833682381,4.614831870157771
