Type,Price,Bedrooms,Is_Equiped_Kitchen,State,Facades,Swim_pool,Municipality,Region,TX_MUNTY_DESCR_NL,Average_Income,Bedroom_Bin_Code,Log_Living_Area,Sqrt_Total_Outdoor_Area
0,650000,5,1,1,0,0,0,1,232,31358.121710453855,3,5.384495062789089,0.0
0,650000,5,1,1,0,0,0,1,232,31358.121710453855,3,5.384495062789089,0.0
1,210000,3,0,1,2,0,4,2,232,29112.009816532005,2,4.74493212836325,4.358898943540674
1,129000,3,1,1,2,0,4,2,232,29112.009816532005,2,4.919980925828125,5.477225575051661
1,319000,3,0,1,2,0,10,1,58,31549.981281934695,2,4.882801922586371,4.614831870157771
1,280000,3,1,3,2,1,4,2,232,29112.009816532005,2,4.875197323201151,10.0
1,218500,2,0,6,0,0,10,1,232,30270.018399760407,2,4.634728988229636,0.0
1,285000,3,0,1,0,0,2,2,232,25779.89450284783,2,4.867534450455582,13.892443989449804
0,430000,2,1,3,2,1,1,0,232,29190.307316645296,2,4.68213122712422,2.449489742783178
0,199000,2,0,2,0,0,3,1,0,31823.58151691327,2,4.653960350157523,4.614831870157771
1,349000,3,1,1,0,0,0,1,232,31358.121710453855,2,5.176149732573829,0.0
0,140000,2,0,1,0,0,10,1,42,26695.28528963925,2,4.219507705176107,0.0
1,625000,2,1,1,0,0,7,1,232,30706.557562981663,2,5.3471075307174685,4.614831870157771
1,195000,3,1,2,2,0,2,2,232,25779.89450284783,2,4.912654885736052,8.44373573661705
1,385000,3,0,1,0,0,7,1,232,30706.557562981663,2,5.631211781821365,8.660254037844387
1,252000,3,1,6,2,0,10,1,40,34593.09106632186,2,4.820281565605037,4.614831870157771
1,125000,3,1,5,3,0,2,2,232,25779.89450284783,2,5.19295685089021,4.614831870157771
0,695000,2,1,3,2,1,1,0,59,24710.19126303893,2,5.017279836814924,0.0
0,695000,2,1,3,2,1,1,0,88,29043.250210834765,2,5.017279836814924,0.0
1,675000,6,0,4,0,0,7,1,107,29901.88590354923,4,5.556828061699537,0.0
0,520000,4,1,1,2,0,3,1,0,31823.58151691327,3,4.820281565605037,4.614831870157771
0,320000,2,0,5,0,0,10,1,187,26968.364568094898,2,4.48863636973214,2.0
1,110000,4,0,4,2,0,7,1,232,30706.557562981663,3,4.61512051684126,4.614831870157771
1,335000,5,0,5,3,0,4,2,93,30196.316140169525,3,4.820281565605037,0.0
1,485717,3,0,3,0,0,7,1,232,30706.557562981663,2,4.820281565605037,0.0
0,220000,2,1,2,2,0,4,2,232,29112.009816532005,2,4.605170185988092,2.23606797749979
1,354837,3,0,1,0,0,0,1,76,31295.152957943825,2,4.836281906951478,0.0
1,290000,3,0,1,0,0,2,2,232,25779.89450284783,2,4.890349128221754,13.490737563232042
1,295000,3,0,1,0,0,2,2,232,25779.89450284783,2,4.890349128221754,14.0
1,269000,4,0,2,0,0,3,1,232,31617.39646234478,3,5.198497031265826,0.0
1,118000,2,0,4,2,0,10,1,232,30270.018399760407,2,4.820281565605037,0.0
0,139000,1,0,1,0,0,10,1,232,30270.018399760407,1,3.4339872044851463,0.0
0,399000,4,0,1,0,0,0,1,15,27334.969813259442,3,5.017279836814924,4.614831870157771
0,295000,0,1,4,2,0,10,1,232,30270.018399760407,1,3.5553480614894135,2.0
0,354000,2,1,3,2,1,1,0,94,26247.34346441712,2,4.31748811353631,2.23606797749979
1,375000,3,1,1,3,0,8,1,232,36107.18368952242,2,5.017279836814924,4.614831870157771
1,315000,2,1,1,4,0,2,2,232,25779.89450284783,2,4.997212273764115,4.614831870157771
1,395000,3,1,3,2,0,8,1,232,36107.18368952242,2,5.062595033026967,7.36862763272944
1,940000,6,1,3,4,0,5,2,232,32624.60033618776,4,5.575949103146316,34.0484459731986
1,495000,10,0,1,2,0,5,2,232,32624.60033618776,4,6.408528791059498,6.708203932499369
0,259000,2,1,5,0,0,0,1,15,27334.969813259442,2,4.624972813284271,3.872983346207417
1,320000,3,1,1,2,0,0,1,171,31848.429243891944,2,4.812184355372417,0.0
0,159000,2,0,4,2,0,0,1,232,31358.121710453855,2,4.2626798770413155,1.7320508075688772
1,179000,2,1,5,2,0,3,1,0,31823.58151691327,2,4.787491742782046,0.0
1,165000,2,0,1,0,0,9,2,232,39880.409930547525,2,4.330733340286331,4.614831870157771
1,315000,3,1,2,3,1,3,1,232,31617.39646234478,2,5.099866427824199,0.0
1,605250,3,1,1,4,1,2,2,214,30082.939615908395,2,5.707110264748875,48.38388161361178
0,345000,2,1,3,4,1,7,1,232,30706.557562981663,2,4.48863636973214,3.605551275463989
1,429250,4,1,2,3,1,7,1,232,30706.557562981663,3,5.062595033026967,7.681145747868608
1,439750,5,1,2,3,1,7,1,232,30706.557562981663,3,5.153291594497779,7.211102550927978
0,454500,2,1,3,2,1,7,1,107,29901.88590354923,2,4.553876891600541,5.0990195135927845
0,260000,1,1,3,4,1,7,1,232,30706.557562981663,1,4.110873864173311,3.1622776601683795
0,355000,3,1,3,4,1,7,1,232,30706.557562981663,2,4.624972813284271,3.605551275463989
0,459000,2,1,3,2,1,7,1,107,29901.88590354923,2,4.553876891600541,3.605551275463989
0,159900,2,1,1,2,1,0,1,232,31358.121710453855,2,4.356708826689592,2.23606797749979
0,765000,2,0,3,0,0,7,1,107,29901.88590354923,2,4.8283137373023015,4.58257569495584
1,420000,4,1,1,2,0,9,2,232,39880.409930547525,3,5.19295685089021,9.746794344808963
1,299000,4,0,2,4,1,3,1,119,32142.137810544602,3,5.111987788356544,0.0
1,469000,3,0,2,4,1,3,1,232,31617.39646234478,2,5.786897381366708,4.614831870157771
1,425000,3,0,1,4,1,8,1,211,35473.12289301871,2,5.3230099791384085,4.614831870157771
0,799000,3,0,3,2,1,1,0,88,29043.250210834765,2,5.1298987149230735,8.06225774829855
0,250000,3,1,3,3,1,4,2,232,29112.009816532005,2,4.875197323201151,4.614831870157771
1,449000,4,1,1,4,1,4,2,232,29112.009816532005,3,5.0106352940962555,31.85906464414798
1,232000,3,0,7,3,0,7,1,126,34026.30585902743,2,5.123963979403259,12.24744871391589
1,440000,3,1,1,4,0,4,2,232,29112.009816532005,2,5.0369526024136295,37.26929030716845
1,285000,3,1,2,3,0,2,2,232,25779.89450284783,2,4.997212273764115,0.0
1,399000,2,1,3,2,0,3,1,0,31823.58151691327,2,4.812184355372417,4.614831870157771
0,379000,2,1,3,0,1,0,1,232,31358.121710453855,2,4.605170185988092,2.23606797749979
0,325000,2,1,3,1,1,0,1,232,31358.121710453855,2,4.532599493153256,2.23606797749979
0,349000,2,1,3,0,0,7,1,232,30706.557562981663,2,4.948759890378168,3.4641016151377544
1,389000,3,0,1,3,0,10,1,232,30270.018399760407,2,4.820281565605037,4.614831870157771
0,334000,2,0,1,0,0,10,1,58,31549.981281934695,2,4.48863636973214,4.614831870157771
1,680000,4,0,7,4,0,0,1,232,31358.121710453855,3,5.780743515792329,6.324555320336759
0,361000,2,1,3,2,0,7,1,232,30706.557562981663,2,4.77912349311153,3.1622776601683795
1,417000,3,1,3,2,1,7,1,167,30695.52809974486,2,5.030437921392435,12.700262721291393
1,449000,3,0,1,3,0,7,1,53,32192.90690929422,2,5.111987788356544,5.656854249492381
0,595000,3,0,2,3,1,1,0,59,24710.19126303893,2,5.14166355650266,5.196152422706632
0,750000,4,1,2,2,0,8,1,232,36107.18368952242,3,5.707110264748875,5.0990195135927845
0,243000,2,0,1,0,0,7,1,232,30706.557562981663,2,4.51085950651685,1.7320508075688772
1,298000,3,1,2,0,0,0,1,171,31848.429243891944,2,4.7535901911063645,4.614831870157771
0,248000,1,1,2,0,0,0,1,171,31848.429243891944,1,4.343805421853684,4.614831870157771
1,549000,4,1,2,0,0,8,1,232,36107.18368952242,3,5.529429087511423,0.0
1,265000,3,1,5,0,0,0,1,232,31358.121710453855,2,5.10594547390058,0.0
1,745000,4,1,2,0,0,0,1,45,40999.13080938098,3,5.676753802268282,4.614831870157771
1,433000,3,1,2,0,0,0,1,232,31358.121710453855,2,5.0238805208462765,4.614831870157771
0,189000,1,1,2,0,0,0,1,232,31358.121710453855,1,4.189654742026425,0.0
1,690000,3,1,1,0,0,0,1,232,31358.121710453855,2,5.5909869805108565,0.0
1,298000,3,1,2,0,0,0,1,232,31358.121710453855,2,5.293304824724492,0.0
0,333325,2,1,2,0,0,0,1,232,31358.121710453855,2,4.61512051684126,4.614831870157771
1,499500,3,1,1,0,0,8,1,31,35304.69920586932,2,5.0369526024136295,0.0
0,200000,1,1,2,0,0,0,1,232,31358.121710453855,1,4.290459441148391,0.0
0,349000,3,1,2,0,0,0,1,232,31358.121710453855,2,4.897839799950911,4.614831870157771
1,899000,7,1,2,0,0,0,1,232,31358.121710453855,4,6.20455776256869,0.0
1,325000,3,1,6,0,0,0,1,232,31358.121710453855,2,5.231108616854587,0.0
1,725000,4,1,2,0,0,0,1,45,40999.13080938098,3,5.3981627015177525,4.614831870157771
1,448000,3,1,2,0,0,0,1,232,31358.121710453855,2,4.875197323201151,4.614831870157771
0,317500,2,1,2,0,0,0,1,232,31358.121710453855,2,5.170483995038151,4.614831870157771
1,515000,3,0,2,0,0,0,1,232,31358.121710453855,2,5.438079308923196,4.614831870157771
1,269000,4,0,2,0,0,0,1,232,31358.121710453855,3,5.472270673671475,0.0
1,299000,2,0,4,0,0,0,1,232,31358.121710453855,2,4.90527477843843,0.0
1,210000,3,1,4,0,0,0,1,171,31848.429243891944,2,4.804021044733257,4.614831870157771
1,560000,3,1,2,0,0,0,1,232,31358.121710453855,2,5.783825182329737,4.614831870157771
0,210000,1,1,2,0,0,0,1,232,31358.121710453855,1,4.330733340286331,0.0
0,220000,1,1,2,0,0,0,1,232,31358.121710453855,1,4.290459441148391,4.614831870157771
0,995000,3,1,6,0,0,7,1,107,29901.88590354923,2,5.111987788356544,2.8284271247461903
0,436000,2,0,1,0,0,10,1,42,26695.28528963925,2,4.762173934797756,4.123105625617661
0,448000,3,0,1,0,0,10,1,42,26695.28528963925,2,4.795790545596741,5.385164807134504
0,509000,2,0,1,0,0,10,1,42,26695.28528963925,2,4.74493212836325,5.0
0,498000,2,0,1,0,0,10,1,42,26695.28528963925,2,4.74493212836325,5.0
0,480000,3,0,1,0,0,10,1,42,26695.28528963925,2,4.6443908991413725,3.4641016151377544
0,692000,4,0,1,0,0,10,1,42,26695.28528963925,3,5.0369526024136295,7.0710678118654755
0,496000,3,0,1,0,0,10,1,42,26695.28528963925,2,4.6443908991413725,3.605551275463989
1,419000,3,0,1,0,0,0,1,232,31358.121710453855,2,4.875197323201151,0.0
0,580000,3,1,1,0,0,1,0,88,29043.250210834765,2,4.875197323201151,0.0
1,995000,3,0,1,0,0,2,2,232,25779.89450284783,2,6.26530121273771,11.40175425099138
0,365000,1,1,1,0,0,10,1,184,28349.56752551959,1,4.2626798770413155,4.614831870157771
0,525000,2,0,1,0,0,10,1,232,30270.018399760407,2,4.61512051684126,0.0
1,315000,3,1,6,2,0,7,1,232,30706.557562981663,2,4.7535901911063645,5.916079783099616
1,995000,4,1,1,4,0,10,1,70,33031.81871771492,3,5.707110264748875,4.614831870157771
1,180000,0,0,4,0,0,7,1,87,28893.22531758631,1,5.0238805208462765,0.0
0,200000,2,1,2,0,0,7,1,87,28893.22531758631,2,4.6913478822291435,2.0
0,199900,1,1,2,0,0,3,1,119,32142.137810544602,1,4.820281565605037,0.0
0,249900,2,0,1,0,0,3,1,232,31617.39646234478,2,4.663439094112067,3.1622776601683795
1,169900,2,0,4,0,0,3,1,0,31823.58151691327,2,5.278114659230517,4.614831870157771
0,699000,7,1,2,0,0,3,1,119,32142.137810544602,4,5.707110264748875,4.614831870157771
1,350000,3,0,2,0,0,10,1,118,30885.198297666273,2,5.556828061699537,4.614831870157771
1,865000,6,1,1,4,0,7,1,232,30706.557562981663,4,5.8522024797744745,4.614831870157771
1,399000,4,1,1,0,0,7,1,232,30706.557562981663,3,5.093750200806762,3.1622776601683795
1,685000,3,0,1,0,1,7,1,232,30706.557562981663,2,5.429345628954441,4.614831870157771
1,219000,2,1,4,0,0,7,1,232,30706.557562981663,2,4.564348191467836,0.0
1,269000,2,0,1,0,0,7,1,107,29901.88590354923,2,4.430816798843313,0.0
1,269000,2,0,1,0,0,7,1,232,30706.557562981663,2,4.430816798843313,0.0
1,129000,2,0,4,3,0,7,1,232,30706.557562981663,2,4.882801922586371,4.614831870157771
1,850000,4,1,1,4,1,7,1,232,30706.557562981663,3,4.820281565605037,5.477225575051661
1,289000,2,1,6,0,0,7,1,107,29901.88590354923,2,4.634728988229636,0.0
1,259000,3,1,5,0,0,7,1,232,30706.557562981663,2,4.5217885770490405,0.0
0,169000,2,0,1,0,0,7,1,232,30706.557562981663,2,4.718498871295094,0.0
0,361000,2,0,1,0,0,7,1,232,30706.557562981663,2,4.605170185988092,3.872983346207417
1,299939,3,1,2,0,0,10,1,232,30270.018399760407,2,4.820281565605037,0.0
1,397600,4,0,1,0,0,10,1,174,29515.062816384485,3,5.247024072160486,4.614831870157771
1,409000,3,0,2,3,0,7,1,218,37593.27510968879,2,5.25227342804663,4.614831870157771
0,249000,1,0,1,0,0,3,1,119,32142.137810544602,1,4.189654742026425,3.872983346207417
0,265000,1,0,1,0,0,7,1,232,30706.557562981663,1,4.110873864173311,0.0
1,625000,4,0,1,0,0,7,1,232,30706.557562981663,3,5.488937726156687,4.614831870157771
0,399000,2,0,1,0,0,7,1,107,29901.88590354923,2,4.962844630259907,7.745966692414834
1,299000,4,1,1,0,0,10,1,232,30270.018399760407,3,6.214608098422191,4.614831870157771
1,349500,3,1,1,0,0,10,1,133,28365.163318128823,2,4.912654885736052,4.614831870157771
1,425000,3,1,1,0,0,10,1,232,30270.018399760407,2,5.4638318050256105,4.614831870157771
0,135000,1,1,5,0,0,10,1,232,30270.018399760407,1,3.6375861597263857,4.614831870157771
0,259000,2,1,6,0,0,0,1,232,31358.121710453855,2,4.454347296253507,1.7320508075688772
0,699000,3,1,4,0,0,1,0,201,23836.254744521055,2,5.799092654460526,0.0
1,385000,3,0,1,0,0,10,1,118,30885.198297666273,2,4.890349128221754,0.0
1,230000,0,0,4,0,0,10,1,58,31549.981281934695,1,5.2574953720277815,0.0
0,475000,3,0,2,0,0,10,1,151,30948.428667554454,2,5.049856007249537,0.0
0,750000,3,0,2,0,0,10,1,151,30948.428667554454,2,5.176149732573829,7.483314773547883
1,350000,3,0,1,0,0,10,1,232,30270.018399760407,2,4.890349128221754,0.0
1,350000,3,0,1,0,0,10,1,118,30885.198297666273,2,4.890349128221754,0.0
1,365000,3,0,1,0,0,10,1,232,30270.018399760407,2,5.318119993844216,0.0
1,419500,3,0,5,0,0,10,1,151,30948.428667554454,2,5.231108616854587,0.0
0,565000,2,0,2,0,0,10,1,151,30948.428667554454,2,4.948759890378168,0.0
1,795000,3,0,2,0,0,10,1,232,30270.018399760407,2,5.707110264748875,0.0
1,995000,3,1,3,0,0,10,1,232,30270.018399760407,2,5.564520407322694,7.0710678118654755
0,465000,3,0,2,0,0,10,1,232,30270.018399760407,2,5.081404364984463,0.0
1,840000,4,1,2,0,0,10,1,232,30270.018399760407,3,5.991464547107982,0.0
1,420000,4,0,4,0,0,10,1,232,30270.018399760407,3,5.817111159963204,0.0
1,665000,5,0,2,0,0,10,1,151,30948.428667554454,3,5.926926025970411,0.0
0,750000,3,1,1,0,0,10,1,147,37276.11692143575,2,5.087596335232384,4.614831870157771
1,269000,3,0,4,3,0,0,1,142,38454.70360474685,2,5.247024072160486,0.0
1,240000,3,0,5,0,0,10,1,232,30270.018399760407,2,4.7535901911063645,4.614831870157771
0,285000,3,1,2,0,0,3,1,232,31617.39646234478,2,4.990432586778736,2.8284271247461903
1,329000,3,0,2,0,0,8,1,232,36107.18368952242,2,4.90527477843843,5.0990195135927845
0,349000,2,0,2,0,0,8,1,157,34558.824976419324,2,4.51085950651685,2.23606797749979
0,145000,0,0,3,0,0,10,1,71,31243.71424783984,1,3.6888794541139363,2.0
1,85000,2,0,4,2,0,2,2,193,23101.18931860578,2,4.564348191467836,14.491376746189438
1,549000,5,1,3,4,1,8,1,19,34534.216060062754,3,5.327876168789581,12.700262721291393
0,260000,2,1,3,2,0,0,1,232,31358.121710453855,2,4.3694478524670215,3.1622776601683795
1,475000,3,1,3,2,1,8,1,232,36107.18368952242,2,4.7535901911063645,16.492422502470642
0,300000,3,1,4,2,1,1,0,216,26289.640321007417,2,5.017279836814924,5.656854249492381
0,235000,1,1,5,2,0,1,0,216,26289.640321007417,1,4.454347296253507,2.0
0,225000,3,0,1,0,0,4,2,232,29112.009816532005,2,4.532599493153256,0.0
1,199000,2,0,4,2,0,7,1,60,35136.58728789786,2,5.075173815233827,0.0
0,300000,3,1,1,2,0,2,2,232,25779.89450284783,2,6.068425588244111,7.14142842854285
0,345000,2,1,1,2,1,1,0,92,27807.79985728435,2,4.477336814478207,1.7320508075688772
0,260000,2,1,1,4,1,10,1,40,34593.09106632186,2,4.465908118654584,4.614831870157771
1,209000,4,0,6,3,0,4,2,232,29112.009816532005,3,5.0238805208462765,0.0
0,149000,2,0,4,2,0,1,0,232,29190.307316645296,2,4.51085950651685,0.0
1,475000,5,1,2,4,0,7,1,232,30706.557562981663,3,5.303304908059076,4.614831870157771
0,299900,3,1,1,0,0,0,1,232,31358.121710453855,2,4.663439094112067,2.8284271247461903
0,520000,4,1,1,3,0,8,1,232,36107.18368952242,3,5.1647859739235145,18.708286933869708
0,379000,2,1,1,3,0,8,1,232,36107.18368952242,2,4.61512051684126,3.1622776601683795
0,245000,2,1,2,2,0,0,1,85,37680.97418735411,2,4.430816798843313,7.14142842854285
0,235000,2,1,5,2,0,0,1,85,37680.97418735411,2,4.382026634673881,2.0
1,349000,4,0,1,2,1,7,1,232,30706.557562981663,3,5.793013608384144,0.0
0,150000,0,0,3,0,0,0,1,177,32218.754835245683,1,4.0943445622221,4.898979485566356
0,775000,2,0,1,0,0,0,1,15,27334.969813259442,2,4.804021044733257,5.477225575051661
0,285000,2,0,3,0,0,0,1,177,32218.754835245683,2,4.406719247264253,4.898979485566356
0,185000,0,0,3,0,0,0,1,177,32218.754835245683,1,3.912023005428146,4.614831870157771
0,150000,0,0,3,0,0,0,1,177,32218.754835245683,1,4.02535169073515,0.0
0,300000,2,0,3,2,0,10,1,232,30270.018399760407,2,4.543294782270004,2.449489742783178
0,310000,2,0,3,2,0,10,1,232,30270.018399760407,2,4.61512051684126,5.916079783099616
0,895000,2,0,3,0,0,7,1,107,29901.88590354923,2,4.990432586778736,4.614831870157771
1,160000,2,1,5,2,0,4,2,232,29112.009816532005,2,4.330733340286331,0.0
1,530000,5,0,1,3,0,4,2,232,29112.009816532005,3,5.375278407684165,122.63767773404713
0,219000,2,0,1,0,0,10,1,187,26968.364568094898,2,4.330733340286331,4.614831870157771
0,179000,1,1,1,3,1,1,0,59,24710.19126303893,1,3.6888794541139363,0.0
1,230000,0,0,2,0,1,2,2,232,25779.89450284783,1,4.61512051684126,0.0
0,265000,1,0,6,2,1,1,0,88,29043.250210834765,1,4.143134726391533,0.0
0,179000,1,0,2,2,1,0,1,232,31358.121710453855,1,4.248495242049359,3.1622776601683795
1,225000,3,0,1,0,0,10,1,232,30270.018399760407,2,4.927253685157205,4.614831870157771
1,345000,4,1,2,2,0,1,0,232,29190.307316645296,3,5.3981627015177525,3.1622776601683795
0,235000,4,1,4,2,0,1,0,201,23836.254744521055,3,4.709530201312334,2.23606797749979
0,290000,3,1,2,2,0,2,2,232,25779.89450284783,2,4.709530201312334,0.0
1,340000,3,0,2,2,0,7,1,107,29901.88590354923,2,4.727387818712341,4.614831870157771
1,315000,3,0,2,0,0,4,2,232,29112.009816532005,2,4.820281565605037,0.0
1,105000,2,0,2,3,0,2,2,232,25779.89450284783,2,4.61512051684126,6.708203932499369
1,895000,3,0,2,4,0,7,1,232,30706.557562981663,2,5.8805329864007,33.321114525024875
1,289000,4,0,1,0,0,10,1,40,34593.09106632186,3,5.003946305945459,4.614831870157771
1,445000,2,1,5,4,0,8,1,232,36107.18368952242,2,4.948759890378168,16.431676725154983
1,999000,4,1,3,2,0,7,1,107,29901.88590354923,3,5.198497031265826,7.211102550927978
1,245000,2,1,1,3,1,4,2,232,29112.009816532005,2,4.68213122712422,4.614831870157771
1,199000,3,1,1,2,1,4,2,232,29112.009816532005,2,4.584967478670572,11.575836902790225
0,185000,2,0,5,2,1,1,0,232,29190.307316645296,2,4.406719247264253,2.6457513110645907
1,249000,3,0,4,3,0,6,2,232,27685.1392926092,2,4.795790545596741,4.614831870157771
1,274000,3,1,4,4,0,0,1,172,31503.332061412806,2,5.10594547390058,4.614831870157771
0,445000,1,0,3,2,1,1,0,88,29043.250210834765,1,4.532599493153256,8.94427190999916
0,445000,1,0,3,2,1,1,0,232,29190.307316645296,1,4.532599493153256,8.94427190999916
1,555000,3,1,1,4,1,9,2,221,40320.49169611535,2,5.049856007249537,14.876043600024298
1,340000,3,1,2,4,1,2,2,232,25779.89450284783,2,5.14166355650266,4.614831870157771
1,469000,4,0,4,4,0,8,1,232,36107.18368952242,3,5.755742213586912,4.614831870157771
0,330000,2,0,1,0,0,1,0,9,22389.864000886755,2,4.343805421853684,0.0
0,329000,3,1,6,2,1,10,1,187,26968.364568094898,2,4.51085950651685,1.4142135623730951
0,335000,2,1,3,2,1,10,1,187,26968.364568094898,2,4.51085950651685,1.4142135623730951
1,270000,2,1,5,2,0,10,1,73,32381.82994695414,2,4.820281565605037,4.614831870157771
1,345000,3,0,1,0,0,10,1,191,28138.73644058145,2,4.804021044733257,4.614831870157771
1,249500,3,1,4,3,0,10,1,16,33689.6346862398,2,5.3981627015177525,0.0
1,999999,5,1,4,4,0,10,1,70,33031.81871771492,3,6.311734809152915,7.0710678118654755
0,329000,2,1,1,2,1,0,1,15,27334.969813259442,2,4.663439094112067,2.23606797749979
1,427900,4,0,1,2,0,8,1,232,36107.18368952242,3,5.062595033026967,8.366600265340756
0,645000,2,1,6,0,0,1,0,59,24710.19126303893,2,4.61512051684126,7.745966692414834
0,645000,2,1,6,0,0,1,0,59,24710.19126303893,2,4.61512051684126,7.745966692414834
0,945000,0,0,2,2,0,1,0,201,23836.254744521055,1,6.111467339502679,1.4142135623730951
0,945000,0,0,2,2,0,8,1,232,36107.18368952242,1,6.111467339502679,9.219544457292887
1,397000,4,1,5,4,0,7,1,232,30706.557562981663,3,4.820281565605037,30.577769702841312
1,397000,4,1,5,4,0,3,1,0,31823.58151691327,3,4.820281565605037,30.577769702841312
0,395000,2,0,1,3,1,4,2,232,29112.009816532005,2,5.049856007249537,4.0
1,625000,4,1,1,4,0,0,1,202,34819.86975126224,3,5.3471075307174685,4.614831870157771
0,270000,3,1,2,2,0,1,0,232,29190.307316645296,2,4.7535901911063645,2.449489742783178
0,299000,2,1,2,2,0,1,0,232,29190.307316645296,2,4.8283137373023015,0.0
1,209000,3,1,4,2,0,0,1,212,28792.58529525781,2,4.787491742782046,4.614831870157771
0,425000,2,1,6,2,1,1,0,88,29043.250210834765,2,4.543294782270004,5.0
0,465000,4,1,2,2,0,7,1,107,29901.88590354923,3,5.135798437050262,4.614831870157771
0,249000,2,1,2,3,0,1,0,232,29190.307316645296,2,4.51085950651685,0.0
1,349000,4,1,1,0,0,4,2,7,27760.510924083734,3,5.1647859739235145,42.59107887809371
1,459500,4,0,1,2,0,10,1,187,26968.364568094898,3,5.278114659230517,0.0
1,459500,4,0,1,2,0,10,1,187,26968.364568094898,3,5.278114659230517,0.0
1,599000,4,0,3,4,0,7,1,232,30706.557562981663,3,5.66988092298052,0.0
1,395000,3,0,4,0,0,7,1,232,30706.557562981663,2,5.529429087511423,0.0
1,545000,6,1,1,0,0,7,1,232,30706.557562981663,4,5.872117789475416,0.0
0,695000,2,1,3,3,1,1,0,213,35952.10970823459,2,4.836281906951478,5.196152422706632
1,389000,3,0,3,3,1,4,2,232,29112.009816532005,2,5.111987788356544,0.0
1,395000,3,1,1,0,0,10,1,225,30935.44987000755,2,5.521460917862246,4.614831870157771
1,185000,2,0,1,0,0,10,1,232,30270.018399760407,2,4.564348191467836,0.0
1,260000,3,1,1,3,0,7,1,60,35136.58728789786,2,4.852030263919617,4.614831870157771
1,315000,3,0,4,3,0,8,1,112,36965.25051276026,2,5.267858159063328,4.614831870157771
1,200000,3,1,5,0,0,7,1,232,30706.557562981663,2,5.231108616854587,0.0
1,245000,4,1,1,2,0,2,2,232,25779.89450284783,3,5.393627546352362,4.614831870157771
0,219000,3,1,1,3,1,4,2,232,29112.009816532005,2,5.111987788356544,0.0
1,419000,4,0,3,4,1,4,2,232,29112.009816532005,3,5.181783550292085,0.0
1,369900,3,0,3,3,1,4,2,232,29112.009816532005,2,5.111987788356544,0.0
0,249000,3,1,4,2,1,4,2,232,29112.009816532005,2,5.062595033026967,4.614831870157771
0,309000,2,1,3,2,0,7,1,108,31074.861121926533,2,4.574710978503383,3.0
0,219000,1,1,3,2,0,7,1,108,31074.861121926533,1,4.110873864173311,2.449489742783178
0,269000,2,1,3,2,0,7,1,108,31074.861121926533,2,4.442651256490317,2.6457513110645907
0,229000,1,1,3,2,0,7,1,108,31074.861121926533,1,4.110873864173311,6.782329983125268
1,240000,4,1,1,2,0,7,1,232,30706.557562981663,3,4.867534450455582,12.42162119812965
1,423500,3,1,2,2,0,0,1,196,30563.898384450844,2,5.043425116919247,7.0
1,432500,3,1,3,3,0,0,1,196,30563.898384450844,2,5.0689042022202315,11.313708498984761
1,423500,3,1,3,2,0,0,1,196,30563.898384450844,2,5.043425116919247,4.58257569495584
1,429500,3,1,3,3,0,0,1,196,30563.898384450844,2,5.056245805348308,7.280109889280518
1,259000,3,0,2,2,0,7,1,232,30706.557562981663,2,4.875197323201151,0.0
1,230000,3,0,1,2,0,7,1,107,29901.88590354923,2,4.418840607796598,0.0
1,365000,4,1,2,4,1,4,2,232,29112.009816532005,3,5.480638923341991,4.898979485566356
1,530000,3,0,3,4,1,8,1,116,32168.869747808552,2,5.4510384535657,4.614831870157771
1,440000,5,1,4,3,0,0,1,232,31358.121710453855,3,5.666426688112432,8.06225774829855
1,375000,5,0,1,2,0,7,1,232,30706.557562981663,3,5.666426688112432,4.614831870157771
1,445000,3,0,3,4,0,7,1,34,32514.265610197024,2,4.990432586778736,14.2828568570857
1,699000,6,1,2,4,0,6,2,232,27685.1392926092,4,6.363028103540465,4.614831870157771
0,135000,0,0,1,0,0,0,1,15,27334.969813259442,1,2.9444389791664403,0.0
0,435000,3,0,1,4,1,9,2,232,39880.409930547525,2,4.9344739331306915,6.4031242374328485
0,506600,4,0,1,4,1,9,2,232,39880.409930547525,3,4.919980925828125,10.535653752852738
0,395000,2,0,1,4,1,9,2,232,39880.409930547525,2,4.709530201312334,7.280109889280518
0,475500,3,0,1,4,1,9,2,232,39880.409930547525,2,4.941642422609304,5.656854249492381
0,425500,3,0,1,4,1,9,2,232,39880.409930547525,2,4.9344739331306915,4.58257569495584
0,175000,2,0,2,2,1,2,2,232,25779.89450284783,2,4.442651256490317,3.1622776601683795
1,615000,4,1,3,2,0,1,0,9,22389.864000886755,3,5.293304824724492,12.206555615733702
0,235000,2,1,1,3,0,0,1,232,31358.121710453855,2,4.382026634673881,5.0990195135927845
0,189000,3,1,1,3,1,2,2,232,25779.89450284783,2,4.795790545596741,0.0
0,239000,2,0,6,0,0,10,1,187,26968.364568094898,2,4.653960350157523,0.0
1,329000,4,1,5,2,1,1,0,201,23836.254744521055,3,5.484796933490655,3.872983346207417
0,345000,2,1,3,2,1,1,0,9,22389.864000886755,2,4.5217885770490405,2.449489742783178
0,239000,2,1,3,2,1,1,0,140,26538.347623312744,2,4.6443908991413725,3.0
0,267500,2,0,1,4,1,4,2,232,29112.009816532005,2,4.406719247264253,3.605551275463989
